Timestamp,Face Count,Mode
2025-08-06 00:10:14,1,Safe
2025-08-06 00:10:14,1,Safe
2025-08-06 00:10:14,1,Safe
2025-08-06 00:10:14,1,Safe
2025-08-06 00:10:14,1,Safe
2025-08-06 00:10:14,1,Safe
2025-08-06 00:10:15,1,Safe
2025-08-06 00:10:15,1,Safe
2025-08-06 00:10:15,1,Safe
2025-08-06 00:10:15,1,Safe
2025-08-06 00:10:15,1,Safe
2025-08-06 00:10:15,1,Safe
2025-08-06 00:10:15,1,Safe
2025-08-06 00:10:15,1,Safe
2025-08-06 00:10:16,1,Safe
2025-08-06 00:10:16,1,Safe
2025-08-06 00:10:16,1,Safe
2025-08-06 00:10:16,1,Safe
2025-08-06 00:10:16,1,Safe
2025-08-06 00:10:16,1,Safe
2025-08-06 00:10:16,1,Safe
2025-08-06 00:10:16,1,Safe
2025-08-06 00:10:17,1,Safe
2025-08-06 00:10:17,1,Safe
2025-08-06 00:10:17,1,Safe
2025-08-06 00:10:18,2,Privacy Mode
2025-08-06 00:10:18,2,Privacy Mode
2025-08-06 00:10:18,2,Privacy Mode
2025-08-06 00:10:19,2,Privacy Mode
2025-08-06 00:10:19,2,Privacy Mode
2025-08-06 00:10:19,2,Privacy Mode
2025-08-06 00:10:19,1,Safe
2025-08-06 00:10:19,1,Safe
2025-08-06 00:10:20,1,Safe
2025-08-06 00:10:20,1,Safe
2025-08-06 00:10:20,1,Safe
2025-08-06 00:10:20,1,Safe
2025-08-06 00:10:20,2,Privacy Mode
2025-08-06 00:10:21,1,Safe
2025-08-06 00:10:21,1,Safe
2025-08-06 00:10:21,1,Safe
2025-08-06 00:10:21,1,Safe
2025-08-06 00:10:21,1,Safe
2025-08-06 00:10:21,1,Safe
2025-08-06 00:10:21,1,Safe
2025-08-06 00:10:22,1,Safe
2025-08-06 00:10:22,1,Safe
2025-08-06 00:10:22,1,Safe
2025-08-06 00:10:22,1,Safe
2025-08-06 00:10:22,1,Safe
2025-08-06 00:10:23,1,Safe
2025-08-06 00:10:23,1,Safe
2025-08-06 00:10:23,1,Safe
2025-08-06 00:10:23,1,Safe
2025-08-06 00:10:23,1,Safe
2025-08-06 00:10:23,1,Safe
2025-08-06 00:10:23,1,Safe
2025-08-06 00:10:23,1,Safe
2025-08-06 00:10:23,1,Safe
2025-08-06 00:10:24,1,Safe
2025-08-06 00:10:24,1,Safe
2025-08-06 00:10:24,1,Safe
2025-08-06 00:10:24,1,Safe
2025-08-06 00:10:24,1,Safe
2025-08-06 00:10:24,1,Safe
2025-08-06 00:10:24,1,Safe
2025-08-06 00:10:25,1,Safe
2025-08-06 00:10:25,1,Safe
2025-08-06 00:10:25,1,Safe
2025-08-06 00:10:25,1,Safe
2025-08-06 00:10:25,1,Safe
2025-08-06 00:10:25,1,Safe
2025-08-06 00:10:25,1,Safe
2025-08-06 00:10:26,1,Safe
2025-08-06 00:10:26,1,Safe
2025-08-06 00:10:26,1,Safe
2025-08-06 00:10:26,1,Safe
2025-08-06 00:10:26,1,Safe
2025-08-06 00:10:26,1,Safe
2025-08-06 00:10:27,1,Safe
2025-08-06 00:10:27,1,Safe
2025-08-06 00:10:27,1,Safe
2025-08-06 00:10:27,1,Safe
2025-08-06 00:10:27,1,Safe
2025-08-06 00:10:27,1,Safe
2025-08-06 00:10:27,1,Safe
2025-08-06 00:10:27,1,Safe
2025-08-06 00:10:28,1,Safe
2025-08-06 00:10:28,1,Safe
2025-08-06 00:10:28,1,Safe
2025-08-06 00:10:28,1,Safe
2025-08-06 00:10:28,1,Safe
2025-08-06 00:10:28,2,Privacy Mode
2025-08-06 00:10:29,2,Privacy Mode
2025-08-06 00:10:29,2,Privacy Mode
2025-08-06 00:10:29,2,Privacy Mode
2025-08-06 00:10:29,2,Privacy Mode
2025-08-06 00:10:30,2,Privacy Mode
2025-08-06 00:10:30,2,Privacy Mode
2025-08-06 00:10:30,2,Privacy Mode
2025-08-06 00:10:30,2,Privacy Mode
2025-08-06 00:10:31,2,Privacy Mode
2025-08-06 00:10:31,2,Privacy Mode
2025-08-06 00:10:31,2,Privacy Mode
2025-08-06 00:10:32,2,Privacy Mode
2025-08-06 00:10:32,2,Privacy Mode
2025-08-06 00:10:32,2,Privacy Mode
2025-08-06 00:10:32,2,Privacy Mode
2025-08-06 00:10:32,2,Privacy Mode
2025-08-06 00:10:33,2,Privacy Mode
2025-08-06 00:10:33,2,Privacy Mode
2025-08-06 00:10:33,2,Privacy Mode
2025-08-06 00:10:34,2,Privacy Mode
2025-08-06 00:10:34,2,Privacy Mode
2025-08-06 00:10:34,2,Privacy Mode
2025-08-06 00:10:35,2,Privacy Mode
2025-08-06 00:10:35,2,Privacy Mode
2025-08-06 00:10:35,2,Privacy Mode
2025-08-06 00:10:35,2,Privacy Mode
2025-08-06 00:10:36,2,Privacy Mode
2025-08-06 00:10:36,2,Privacy Mode
2025-08-06 00:10:36,2,Privacy Mode
2025-08-06 00:10:37,2,Privacy Mode
2025-08-06 00:10:37,2,Privacy Mode
2025-08-06 00:10:37,2,Privacy Mode
2025-08-06 00:10:38,2,Privacy Mode
2025-08-06 00:10:38,2,Privacy Mode
2025-08-06 00:10:38,2,Privacy Mode
2025-08-06 00:10:39,2,Privacy Mode
2025-08-06 00:10:39,2,Privacy Mode
2025-08-06 00:10:39,2,Privacy Mode
2025-08-06 00:10:40,2,Privacy Mode
2025-08-06 00:10:40,2,Privacy Mode
2025-08-06 00:10:40,2,Privacy Mode
2025-08-06 00:10:41,2,Privacy Mode
2025-08-06 00:10:41,2,Privacy Mode
2025-08-06 00:10:41,2,Privacy Mode
2025-08-06 00:10:42,2,Privacy Mode
2025-08-06 00:10:42,2,Privacy Mode
2025-08-06 00:10:42,2,Privacy Mode
2025-08-06 00:10:42,2,Privacy Mode
2025-08-06 00:10:42,2,Privacy Mode
2025-08-06 00:10:43,2,Privacy Mode
2025-08-06 00:10:43,2,Privacy Mode
2025-08-06 00:10:43,1,Safe
2025-08-06 00:10:44,1,Safe
2025-08-06 00:10:44,1,Safe
2025-08-06 00:10:44,1,Safe
2025-08-06 00:10:44,2,Privacy Mode
2025-08-06 00:10:45,1,Safe
2025-08-06 00:10:45,1,Safe
2025-08-06 00:10:45,1,Safe
2025-08-06 00:10:45,2,Privacy Mode
2025-08-06 00:10:46,2,Privacy Mode
2025-08-06 00:10:46,2,Privacy Mode
2025-08-06 00:10:47,2,Privacy Mode
2025-08-06 00:10:47,2,Privacy Mode
2025-08-06 00:10:47,2,Privacy Mode
2025-08-06 00:10:48,2,Privacy Mode
2025-08-06 00:10:49,2,Privacy Mode
2025-08-06 00:10:50,2,Privacy Mode
2025-08-06 00:10:50,2,Privacy Mode
2025-08-06 00:10:50,2,Privacy Mode
2025-08-06 00:10:51,2,Privacy Mode
2025-08-06 00:18:37,0,Safe
2025-08-06 00:18:37,0,Safe
2025-08-06 00:18:38,0,Safe
2025-08-06 00:18:38,0,Safe
2025-08-06 00:18:38,0,Safe
2025-08-06 00:18:38,0,Safe
2025-08-06 00:18:38,0,Safe
2025-08-06 00:18:38,0,Safe
2025-08-06 00:18:38,0,Safe
2025-08-06 00:18:38,0,Safe
2025-08-06 00:18:39,1,Safe
2025-08-06 00:18:39,1,Safe
2025-08-06 00:18:39,1,Safe
2025-08-06 00:18:39,1,Safe
2025-08-06 00:18:39,1,Safe
2025-08-06 00:18:39,1,Safe
2025-08-06 00:18:39,1,Safe
2025-08-06 00:18:40,1,Safe
2025-08-06 00:18:40,1,Safe
2025-08-06 00:19:00,0,Safe
2025-08-06 00:19:01,0,Safe
2025-08-06 00:19:01,0,Safe
2025-08-06 00:19:02,2,Privacy Mode
2025-08-06 00:19:03,2,Privacy Mode
2025-08-06 00:19:03,2,Privacy Mode
2025-08-06 00:19:04,2,Privacy Mode
2025-08-06 00:19:05,2,Privacy Mode
2025-08-06 00:19:06,2,Privacy Mode
2025-08-06 00:19:07,2,Privacy Mode
2025-08-06 00:19:07,1,Safe
2025-08-06 00:19:08,1,Safe
2025-08-06 00:19:08,1,Safe
2025-08-06 00:19:09,1,Safe
2025-08-06 00:19:09,1,Safe
2025-08-06 00:19:09,1,Safe
2025-08-06 00:19:10,1,Safe
2025-08-06 00:19:10,1,Safe
2025-08-06 00:19:10,1,Safe
2025-08-06 00:19:10,1,Safe
2025-08-06 00:19:11,1,Safe
2025-08-06 00:19:11,1,Safe
2025-08-06 00:19:12,1,Safe
2025-08-06 00:19:12,1,Safe
2025-08-06 00:19:12,1,Safe
2025-08-06 00:19:13,1,Safe
2025-08-06 00:19:13,1,Safe
2025-08-06 00:19:13,1,Safe
2025-08-06 00:19:14,1,Safe
2025-08-06 00:19:14,1,Safe
2025-08-06 00:19:15,1,Safe
2025-08-06 00:19:15,2,Privacy Mode
2025-08-06 00:19:16,2,Privacy Mode
2025-08-06 00:19:16,2,Privacy Mode
2025-08-06 00:19:17,2,Privacy Mode
2025-08-06 00:19:18,2,Privacy Mode
2025-08-06 00:19:19,0,Safe
2025-08-06 00:19:19,0,Safe
2025-08-06 00:19:19,0,Safe
2025-08-06 00:19:20,0,Safe
2025-08-06 00:19:20,0,Safe
2025-08-06 00:19:21,0,Safe
2025-08-06 00:19:21,0,Safe
2025-08-06 00:19:22,0,Safe
2025-08-06 00:19:22,0,Safe
2025-08-06 00:19:22,0,Safe
2025-08-06 00:19:23,0,Safe
2025-08-06 00:19:23,0,Safe
2025-08-06 00:19:23,0,Safe
2025-08-06 00:19:23,0,Safe
2025-08-06 00:19:23,0,Safe
2025-08-06 00:19:24,0,Safe
2025-08-06 00:19:24,0,Safe
2025-08-06 00:19:24,0,Safe
2025-08-06 00:19:25,0,Safe
2025-08-06 00:19:40,0,Safe
2025-08-06 00:19:40,0,Safe
2025-08-06 00:19:40,0,Safe
2025-08-06 00:19:41,0,Safe
2025-08-06 00:19:41,0,Safe
2025-08-06 00:19:41,0,Safe
2025-08-06 00:19:41,0,Safe
2025-08-06 00:19:41,0,Safe
2025-08-06 00:19:41,0,Safe
2025-08-06 00:19:41,0,Safe
2025-08-06 00:19:41,0,Safe
2025-08-06 00:19:41,0,Safe
2025-08-06 00:19:41,0,Safe
2025-08-06 00:19:41,0,Safe
2025-08-06 00:19:41,0,Safe
2025-08-06 00:19:42,0,Safe
2025-08-06 00:19:42,0,Safe
2025-08-06 00:19:43,0,Safe
2025-08-06 00:19:43,0,Safe
2025-08-06 00:19:43,0,Safe
2025-08-06 00:19:43,0,Safe
2025-08-06 00:19:44,0,Safe
2025-08-06 00:19:44,0,Safe
2025-08-06 00:19:44,0,Safe
2025-08-06 00:19:44,0,Safe
2025-08-06 00:19:44,0,Safe
2025-08-06 00:24:36,1,Safe
2025-08-06 00:24:36,1,Safe
2025-08-06 00:24:36,1,Safe
2025-08-06 00:24:36,1,Safe
2025-08-06 00:24:36,1,Safe
2025-08-06 00:24:37,1,Safe
2025-08-06 00:24:37,1,Safe
2025-08-06 00:24:37,1,Safe
2025-08-06 00:24:37,1,Safe
2025-08-06 00:24:37,1,Safe
2025-08-06 00:24:37,1,Safe
2025-08-06 00:24:38,1,Safe
2025-08-06 00:24:38,1,Safe
2025-08-06 00:24:38,1,Safe
2025-08-06 00:24:38,1,Safe
2025-08-06 00:24:38,1,Safe
2025-08-06 00:24:38,1,Safe
2025-08-06 00:24:39,1,Safe
2025-08-06 00:24:39,1,Safe
2025-08-06 00:24:39,1,Safe
2025-08-06 00:24:39,1,Safe
2025-08-06 00:24:39,1,Safe
2025-08-06 00:24:39,1,Safe
2025-08-06 00:24:40,1,Safe
2025-08-06 00:24:40,1,Safe
2025-08-06 00:24:40,1,Safe
2025-08-06 00:24:40,1,Safe
2025-08-06 00:24:40,1,Safe
2025-08-06 00:24:40,1,Safe
2025-08-06 00:24:41,1,Safe
2025-08-06 00:24:41,1,Safe
2025-08-06 00:24:41,1,Safe
2025-08-06 00:24:41,1,Safe
2025-08-06 00:24:41,1,Safe
2025-08-06 00:24:42,1,Safe
2025-08-06 00:24:42,1,Safe
2025-08-06 00:24:42,1,Safe
2025-08-06 00:24:42,1,Safe
2025-08-06 00:24:42,1,Safe
2025-08-06 00:24:42,1,Safe
2025-08-06 00:24:42,1,Safe
2025-08-06 00:24:43,1,Safe
2025-08-06 00:24:43,1,Safe
2025-08-06 00:24:43,1,Safe
2025-08-06 00:24:43,1,Safe
2025-08-06 00:24:43,1,Safe
2025-08-06 00:24:44,1,Safe
2025-08-06 00:24:44,1,Safe
2025-08-06 00:24:44,1,Safe
2025-08-06 00:24:44,1,Safe
2025-08-06 00:24:44,1,Safe
2025-08-06 00:24:44,1,Safe
2025-08-06 00:24:45,1,Safe
2025-08-06 00:24:45,1,Safe
2025-08-06 00:24:45,1,Safe
2025-08-06 00:24:45,1,Safe
2025-08-06 00:24:45,1,Safe
2025-08-06 00:24:45,1,Safe
2025-08-06 00:24:46,1,Safe
2025-08-06 00:24:46,1,Safe
2025-08-06 00:24:46,1,Safe
2025-08-06 00:24:46,1,Safe
2025-08-06 00:24:47,1,Safe
2025-08-06 00:24:47,1,Safe
2025-08-06 00:24:47,1,Safe
2025-08-06 00:24:47,1,Safe
2025-08-06 00:24:47,1,Safe
2025-08-06 00:24:48,1,Safe
2025-08-06 00:24:48,1,Safe
2025-08-06 00:24:48,1,Safe
2025-08-06 00:24:48,1,Safe
2025-08-06 00:24:48,1,Safe
2025-08-06 00:24:48,1,Safe
2025-08-06 00:24:49,1,Safe
2025-08-06 00:24:49,1,Safe
2025-08-06 00:24:49,1,Safe
2025-08-06 00:24:49,1,Safe
2025-08-06 00:24:49,1,Safe
2025-08-06 00:24:50,1,Safe
2025-08-06 00:24:50,2,Privacy Mode
2025-08-06 00:24:50,2,Privacy Mode
2025-08-06 00:24:51,2,Privacy Mode
2025-08-06 00:24:51,2,Privacy Mode
2025-08-06 00:24:51,2,Privacy Mode
2025-08-06 00:24:51,2,Privacy Mode
2025-08-06 00:24:52,2,Privacy Mode
2025-08-06 00:24:52,1,Safe
2025-08-06 00:24:52,1,Safe
2025-08-06 00:24:52,1,Safe
2025-08-06 00:24:53,1,Safe
2025-08-06 00:24:53,1,Safe
2025-08-06 00:24:53,1,Safe
2025-08-06 00:24:53,1,Safe
2025-08-06 00:24:53,1,Safe
2025-08-06 00:24:53,1,Safe
2025-08-06 00:24:54,1,Safe
2025-08-06 00:24:54,1,Safe
2025-08-06 00:24:54,1,Safe
2025-08-06 00:24:54,1,Safe
2025-08-06 00:24:54,1,Safe
2025-08-06 00:24:55,1,Safe
2025-08-06 00:24:55,1,Safe
2025-08-06 00:24:55,1,Safe
2025-08-06 00:24:55,1,Safe
2025-08-06 00:24:55,1,Safe
2025-08-06 00:24:56,1,Safe
2025-08-06 00:24:56,1,Safe
2025-08-06 00:24:57,1,Safe
2025-08-06 00:24:57,1,Safe
2025-08-06 00:24:57,1,Safe
2025-08-06 00:24:58,1,Safe
2025-08-06 00:24:58,1,Safe
2025-08-06 00:24:58,1,Safe
2025-08-06 00:24:58,1,Safe
2025-08-06 00:24:59,1,Safe
2025-08-06 00:24:59,1,Safe
2025-08-06 00:24:59,1,Safe
2025-08-06 00:25:00,1,Safe
2025-08-06 00:25:00,1,Safe
2025-08-06 00:25:00,1,Safe
2025-08-06 00:25:00,1,Safe
2025-08-06 00:25:10,1,Safe
2025-08-06 00:25:10,1,Safe
2025-08-06 00:25:10,1,Safe
2025-08-06 00:25:10,1,Safe
2025-08-06 00:25:11,1,Safe
2025-08-06 00:25:11,1,Safe
2025-08-06 00:25:12,1,Safe
2025-08-06 00:25:12,1,Safe
2025-08-06 00:25:12,1,Safe
2025-08-06 00:25:12,1,Safe
2025-08-06 00:25:13,1,Safe
2025-08-06 00:25:13,1,Safe
2025-08-06 00:25:13,1,Safe
2025-08-06 00:25:13,1,Safe
2025-08-06 00:25:14,1,Safe
2025-08-06 00:25:14,1,Safe
2025-08-06 00:25:14,1,Safe
2025-08-06 00:25:14,1,Safe
2025-08-06 00:25:14,1,Safe
2025-08-06 00:25:15,1,Safe
2025-08-06 00:25:15,1,Safe
2025-08-06 00:25:15,1,Safe
2025-08-06 00:25:16,1,Safe
2025-08-06 00:25:16,1,Safe
2025-08-06 00:25:16,1,Safe
2025-08-06 00:25:17,1,Safe
2025-08-06 00:25:17,1,Safe
2025-08-06 00:25:18,1,Safe
2025-08-06 00:25:19,1,Safe
2025-08-06 00:25:19,1,Safe
2025-08-06 00:25:19,1,Safe
2025-08-06 00:25:19,1,Safe
2025-08-06 00:25:20,1,Safe
2025-08-06 00:25:20,1,Safe
2025-08-06 00:25:20,1,Safe
2025-08-06 00:25:21,1,Safe
2025-08-06 00:25:21,1,Safe
2025-08-06 00:25:21,1,Safe
2025-08-06 00:25:21,1,Safe
2025-08-06 00:25:22,1,Safe
2025-08-06 00:25:22,1,Safe
2025-08-06 00:25:22,1,Safe
2025-08-06 00:25:22,1,Safe
2025-08-06 00:25:23,0,Safe
2025-08-06 00:25:23,1,Safe
2025-08-06 00:25:23,1,Safe
2025-08-06 00:25:24,1,Safe
2025-08-06 00:25:24,1,Safe
2025-08-06 00:25:25,1,Safe
2025-08-06 00:25:25,1,Safe
2025-08-06 00:25:25,1,Safe
2025-08-06 00:25:26,1,Safe
2025-08-06 00:25:26,1,Safe
2025-08-06 00:25:26,1,Safe
2025-08-06 00:25:27,1,Safe
2025-08-06 00:25:27,1,Safe
2025-08-06 00:25:27,1,Safe
2025-08-06 00:25:28,1,Safe
2025-08-06 00:25:29,1,Safe
2025-08-06 00:40:22,1,Safe
2025-08-06 00:40:22,1,Safe
2025-08-06 00:40:22,1,Safe
2025-08-06 00:40:22,1,Safe
2025-08-06 00:40:22,1,Safe
2025-08-06 00:40:22,1,Safe
2025-08-06 00:40:22,1,Safe
2025-08-06 00:40:22,1,Safe
2025-08-06 00:40:22,1,Safe
2025-08-06 00:40:22,1,Safe
2025-08-06 00:40:23,1,Safe
2025-08-06 00:40:23,1,Safe
2025-08-06 00:40:23,1,Safe
2025-08-06 00:40:23,1,Safe
2025-08-06 00:40:23,1,Safe
2025-08-06 00:40:23,1,Safe
2025-08-06 00:40:23,1,Safe
2025-08-06 00:40:23,1,Safe
2025-08-06 00:40:23,1,Safe
2025-08-06 00:40:24,1,Safe
2025-08-06 00:40:24,1,Safe
2025-08-06 00:40:24,1,Safe
2025-08-06 00:40:24,1,Safe
2025-08-06 00:40:24,1,Safe
2025-08-06 00:40:24,1,Safe
2025-08-06 00:40:24,1,Safe
2025-08-06 00:40:24,1,Safe
2025-08-06 00:40:25,1,Safe
2025-08-06 00:40:25,1,Safe
2025-08-06 00:40:25,1,Safe
2025-08-06 00:40:25,1,Safe
2025-08-06 00:40:25,1,Safe
2025-08-06 00:40:25,1,Safe
2025-08-06 00:40:25,1,Safe
2025-08-06 00:40:25,2,Privacy Mode
2025-08-06 00:40:26,2,Privacy Mode
2025-08-06 00:40:26,2,Privacy Mode
2025-08-06 00:40:26,1,Safe
2025-08-06 00:40:26,2,Privacy Mode
2025-08-06 00:40:26,1,Safe
2025-08-06 00:40:27,2,Privacy Mode
2025-08-06 00:40:27,1,Safe
2025-08-06 00:40:27,2,Privacy Mode
2025-08-06 00:40:27,2,Privacy Mode
2025-08-06 00:40:28,1,Safe
2025-08-06 00:40:28,2,Privacy Mode
2025-08-06 00:40:28,2,Privacy Mode
2025-08-06 00:40:28,2,Privacy Mode
2025-08-06 00:40:29,2,Privacy Mode
2025-08-06 00:40:29,2,Privacy Mode
2025-08-06 00:40:29,2,Privacy Mode
2025-08-06 00:40:29,2,Privacy Mode
2025-08-06 00:40:30,1,Safe
2025-08-06 00:40:30,1,Safe
2025-08-06 00:40:30,1,Safe
2025-08-06 00:40:30,1,Safe
2025-08-06 00:40:30,1,Safe
2025-08-06 00:40:31,1,Safe
2025-08-06 00:40:31,1,Safe
2025-08-06 00:40:31,1,Safe
2025-08-06 00:40:31,1,Safe
2025-08-06 00:40:31,1,Safe
2025-08-06 00:40:31,1,Safe
2025-08-06 00:40:32,1,Safe
2025-08-06 00:40:32,1,Safe
2025-08-06 00:40:32,1,Safe
2025-08-06 00:40:33,1,Safe
2025-08-06 00:40:33,1,Safe
2025-08-06 00:40:33,1,Safe
2025-08-06 00:40:33,1,Safe
2025-08-06 00:40:34,1,Safe
2025-08-06 00:40:35,1,Safe
2025-08-06 00:40:36,1,Safe
2025-08-06 00:40:37,1,Safe
2025-08-06 00:40:38,1,Safe
2025-08-06 00:40:38,1,Safe
2025-08-06 00:40:39,1,Safe
2025-08-06 00:40:40,1,Safe
2025-08-06 00:40:40,1,Safe
2025-08-06 00:40:41,1,Safe
2025-08-06 00:40:41,1,Safe
2025-08-06 00:40:41,1,Safe
2025-08-06 00:40:41,1,Safe
2025-08-06 00:40:54,1,Safe
2025-08-06 00:40:54,1,Safe
2025-08-06 00:40:55,1,Safe
2025-08-06 00:40:55,1,Safe
2025-08-06 00:40:55,1,Safe
2025-08-06 00:40:56,1,Safe
2025-08-06 00:40:56,1,Safe
2025-08-06 00:40:56,1,Safe
2025-08-06 00:40:56,1,Safe
2025-08-06 00:40:57,1,Safe
2025-08-06 00:40:57,1,Safe
2025-08-06 00:40:57,1,Safe
2025-08-06 00:40:57,1,Safe
2025-08-06 00:40:57,1,Safe
2025-08-06 00:40:57,1,Safe
2025-08-06 00:40:57,1,Safe
2025-08-06 00:40:58,1,Safe
2025-08-06 00:40:58,1,Safe
2025-08-06 00:40:58,1,Safe
2025-08-06 00:40:58,1,Safe
2025-08-06 00:40:58,1,Safe
2025-08-06 00:40:58,1,Safe
2025-08-06 00:40:59,1,Safe
2025-08-06 00:40:59,1,Safe
